Team,full_name,first_name,last_name,Pos,Ht,Wt,Birth Date,Country,Exp,College,id,is_active,Season
BRK,"Day'Ron Sharpe","Day'Ron",Sharpe,C,6-11,265,"November 6, 2001",us,1,UNC,1630549,True,2023
BRK,"Day'Ron Sharpe","Day'Ron",Sharpe,C,6-11,265,"November 6, 2001",us,2,UNC,1630549,True,2024
MIA,Gabe Vincent,Gabe,Vincent,PG,6-3,195,"June 14, 1996",us,3,UC Santa Barbara,1629216,True,2023
LAL,Gabe Vincent,Gabe,Vincent,PG,6-3,195,"June 14, 1996",us,4,UC Santa Barbara,1629216,True,2024
CHI,Patrick Beverley,Patrick,Beverley,PG,6-2,180,"July 12, 1988",us,10,Arkansas,201976,True,2023
LAL,Patrick Beverley,Patrick,Beverley,SG,6-2,180,"July 12, 1988",us,10,Arkansas,201976,True,2023
MIL,Patrick Beverley,Patrick,Beverley,PG,6-2,180,"July 12, 1988",us,11,Arkansas,201976,True,2024
DET,Stanley Umude,Stanley,Umude,SG,6-6,210,"April 12, 1999",us,R,"South Dakota, Arkansas",1630649,True,2023
DET,Stanley Umude,Stanley,Umude,SG,6-6,210,"April 12, 1999",us,1,"South Dakota, Arkansas",1630649,True,2024
LAC,Kobe Brown,Kobe,Brown,PF,6-7,250,"January 1, 2000",us,R,Missouri,1641738,True,2024
HOU,Daishen Nix,Daishen,Nix,PG,6-5,224,"February 13, 2002",us,1,,1630227,True,2023
MIN,Daishen Nix,Daishen,Nix,PG,6-5,224,"February 13, 2002",us,2,,1630227,True,2024
UTA,Udoka Azubuike,Udoka,Azubuike,C,6-10,280,"September 17, 1999",ng,2,Kansas,1628962,True,2023
PHO,Udoka Azubuike,Udoka,Azubuike,C,6-10,280,"September 17, 1999",ng,3,Kansas,1628962,True,2024
DEN,Reggie Jackson,Reggie,Jackson,PG,6-2,208,"April 16, 1990",it,11,Boston College,202704,True,2023
LAC,Reggie Jackson,Reggie,Jackson,PG,6-2,208,"April 16, 1990",it,11,Boston College,202704,True,2023
DEN,Reggie Jackson,Reggie,Jackson,PG,6-2,208,"April 16, 1990",it,12,Boston College,202704,True,2024
MIL,Brook Lopez,Brook,Lopez,C,7-1,282,"April 1, 1988",us,14,Stanford,201572,True,2023
MIL,Brook Lopez,Brook,Lopez,C,7-1,282,"April 1, 1988",us,15,Stanford,201572,True,2024
HOU,Jabari Smith Jr.,Jabari,Smith Jr.,PF,6-11,220,"May 13, 2003",us,R,Auburn,1631095,True,2023
HOU,Jabari Smith Jr.,Jabari,Smith Jr.,PF,6-11,220,"May 13, 2003",us,1,Auburn,1631095,True,2024
CHO,Svi Mykhailiuk,Svi,Mykhailiuk,SF,6-7,205,"June 10, 1997",ua,4,Kansas,1629004,True,2023
NYK,Svi Mykhailiuk,Svi,Mykhailiuk,SF,6-7,205,"June 10, 1997",ua,4,Kansas,1629004,True,2023
BOS,Svi Mykhailiuk,Svi,Mykhailiuk,SF,6-7,205,"June 10, 1997",ua,5,Kansas,1629004,True,2024
BOS,Sam Hauser,Sam,Hauser,SF,6-8,215,"December 8, 1997",us,1,"Marquette, Virginia",1630573,True,2023
BOS,Sam Hauser,Sam,Hauser,SF,6-8,215,"December 8, 1997",us,2,"Marquette, Virginia",1630573,True,2024
WAS,Corey Kispert,Corey,Kispert,SF,6-7,220,"March 3, 1999",us,1,Gonzaga,1630557,True,2023
WAS,Corey Kispert,Corey,Kispert,SF,6-7,220,"March 3, 1999",us,2,Gonzaga,1630557,True,2024
NOP,Jaxson Hayes,Jaxson,Hayes,C,7-0,220,"May 23, 2000",us,3,Texas,1629637,True,2023
LAL,Jaxson Hayes,Jaxson,Hayes,C,7-0,220,"May 23, 2000",us,4,Texas,1629637,True,2024
DET,Ausar Thompson,Ausar,Thompson,SF,6-7,215,"January 30, 2003",us,R,,1641709,True,2024
PHI,Joel Embiid,Joel,Embiid,C,7-0,280,"March 16, 1994",cm,6,Kansas,203954,True,2023
PHI,Joel Embiid,Joel,Embiid,C,7-0,280,"March 16, 1994",cm,7,Kansas,203954,True,2024
DAL,Frank Ntilikina,Frank,Ntilikina,SG,6-4,200,"July 28, 1998",be,5,,1628373,True,2023
IND,Jarace Walker,Jarace,Walker,PF,6-8,240,"September 4, 2003",us,R,Houston,1641716,True,2024
DET,Marcus Sasser,Marcus,Sasser,PG,6-2,195,"September 21, 2000",us,R,Houston,1631204,True,2024
UTA,Jordan Clarkson,Jordan,Clarkson,SG,6-3,194,"June 7, 1992",us,8,"Tulsa, Missouri",203903,True,2023
UTA,Jordan Clarkson,Jordan,Clarkson,SG,6-3,194,"June 7, 1992",us,9,"Tulsa, Missouri",203903,True,2024
HOU,Jalen Green,Jalen,Green,SG,6-4,178,"February 9, 2002",us,1,,1630224,True,2023
HOU,Jalen Green,Jalen,Green,SG,6-4,178,"February 9, 2002",us,2,,1630224,True,2024
DET,Jaden Ivey,Jaden,Ivey,SG,6-4,195,"February 13, 2002",us,R,Purdue,1631093,True,2023
DET,Jaden Ivey,Jaden,Ivey,SG,6-4,195,"February 13, 2002",us,1,Purdue,1631093,True,2024
ATL,Saddiq Bey,Saddiq,Bey,SF,6-7,215,"April 9, 1999",us,2,Villanova,1630180,True,2023
DET,Saddiq Bey,Saddiq,Bey,SF,6-7,215,"April 9, 1999",us,2,Villanova,1630180,True,2023
ATL,Saddiq Bey,Saddiq,Bey,SF,6-7,215,"April 9, 1999",us,3,Villanova,1630180,True,2024
MIA,Duncan Robinson,Duncan,Robinson,SF,6-7,215,"April 22, 1994",us,4,"Williams, Michigan",1629130,True,2023
MIA,Duncan Robinson,Duncan,Robinson,SF,6-7,215,"April 22, 1994",us,5,"Williams, Michigan",1629130,True,2024
NOP,Herbert Jones,Herbert,Jones,PF,6-8,210,"October 6, 1998",us,1,Alabama,1630529,True,2023
NOP,Herbert Jones,Herbert,Jones,SF,6-8,210,"October 6, 1998",us,2,Alabama,1630529,True,2024
CHO,Nick Richards,Nick,Richards,C,7-0,245,"November 29, 1997",jm,2,Kentucky,1630208,True,2023
CHO,Nick Richards,Nick,Richards,C,7-0,245,"November 29, 1997",jm,3,Kentucky,1630208,True,2024
NOP,E.J. Liddell,E.J.,Liddell,PF,6-7,240,"December 18, 2000",us,R,Ohio State,1630604,True,2024
CHO,James Bouknight,James,Bouknight,SG,6-5,190,"September 18, 2000",us,1,UConn,1630547,True,2023
IND,Bennedict Mathurin,Bennedict,Mathurin,SG,6-6,210,"June 19, 2002",ca,R,Arizona,1631097,True,2023
IND,Bennedict Mathurin,Bennedict,Mathurin,SF,6-6,210,"June 19, 2002",ca,1,Arizona,1631097,True,2024
CHO,Dennis Smith Jr.,Dennis,Smith Jr.,PG,6-2,205,"November 25, 1997",us,5,NC State,1628372,True,2023
BRK,Dennis Smith Jr.,Dennis,Smith Jr.,PG,6-2,205,"November 25, 1997",us,6,NC State,1628372,True,2024
IND,Oshae Brissett,Oshae,Brissett,PF,6-7,210,"June 20, 1998",ca,3,Syracuse,1629052,True,2023
BOS,Oshae Brissett,Oshae,Brissett,SF,6-7,210,"June 20, 1998",ca,4,Syracuse,1629052,True,2024
PHI,Paul Reed,Paul,Reed,C,6-9,210,"June 14, 1999",us,2,DePaul,1630194,True,2023
PHI,Paul Reed,Paul,Reed,C,6-9,210,"June 14, 1999",us,3,DePaul,1630194,True,2024
BOS,Marcus Smart,Marcus,Smart,PG,6-3,220,"March 6, 1994",us,8,Oklahoma State,203935,True,2023
MEM,Marcus Smart,Marcus,Smart,PG,6-3,220,"March 6, 1994",us,9,Oklahoma State,203935,True,2024
CHO,LaMelo Ball,LaMelo,Ball,PG,6-7,180,"August 22, 2001",us,2,,1630163,True,2023
CHO,LaMelo Ball,LaMelo,Ball,PG,6-7,180,"August 22, 2001",us,3,,1630163,True,2024
DAL,Dereck Lively II,Dereck,Lively II,C,7-1,230,"February 12, 2004",us,R,Duke,1641726,True,2024
PHO,Duane Washington Jr.,Duane,Washington Jr.,SG,6-3,210,"March 24, 2000",de,1,Ohio State,1630613,True,2023
NYK,Duane Washington Jr.,Duane,Washington Jr.,SG,6-3,210,"March 24, 2000",de,2,Ohio State,1630613,True,2024
NYK,Charlie Brown Jr.,Charlie,Brown Jr.,SG,6-6,199,"February 2, 1997",us,3,"Saint Joseph's",1629718,True,2024
DAL,Davis Bertans,Davis,Bertans,PF,6-10,225,"November 12, 1992",lv,6,,202722,True,2023
CHO,Davis Bertans,Davis,Bertans,PF,6-10,225,"November 12, 1992",lv,7,,202722,True,2024
CLE,Cedi Osman,Cedi,Osman,SF,6-7,230,"April 8, 1995",mk,5,,1626224,True,2023
SAS,Cedi Osman,Cedi,Osman,SF,6-7,230,"April 8, 1995",mk,6,,1626224,True,2024
MIL,MarJon Beauchamp,MarJon,Beauchamp,SF,6-6,199,"October 12, 2000",us,R,Yakima Valley Community College,1630699,True,2023
MIL,MarJon Beauchamp,MarJon,Beauchamp,SF,6-6,199,"October 12, 2000",us,1,Yakima Valley Community College,1630699,True,2024
CHO,Miles Bridges,Miles,Bridges,SF,6-7,225,"March 21, 1998",us,4,Michigan State,1628970,True,2024
CLE,Isaac Okoro,Isaac,Okoro,SF,6-5,225,"January 26, 2001",us,2,Auburn,1630171,True,2023
CLE,Isaac Okoro,Isaac,Okoro,SF,6-5,225,"January 26, 2001",us,3,Auburn,1630171,True,2024
IND,Isaiah Wong,Isaiah,Wong,SG,6-4,184,"January 28, 2001",us,R,Miami (FL),1631209,True,2024
MEM,Ziaire Williams,Ziaire,Williams,SF,6-9,215,"September 12, 2001",us,1,Stanford,1630533,True,2023
MEM,Ziaire Williams,Ziaire,Williams,SF,6-9,215,"September 12, 2001",us,2,Stanford,1630533,True,2024
UTA,Luka Samanic,Luka,Samanic,PF,6-10,227,"January 9, 2000",hr,2,,1629677,True,2023
UTA,Luka Samanic,Luka,Samanic,PF,6-10,227,"January 9, 2000",hr,3,,1629677,True,2024
MIL,Sandro Mamukelashvili,Sandro,Mamukelashvili,C,6-11,240,"May 23, 1999",us,1,Seton Hall,1630572,True,2023
SAS,Sandro Mamukelashvili,Sandro,Mamukelashvili,C,6-11,240,"May 23, 1999",us,1,Seton Hall,1630572,True,2023
SAS,Sandro Mamukelashvili,Sandro,Mamukelashvili,C,6-11,240,"May 23, 1999",us,2,Seton Hall,1630572,True,2024
BRK,Joe Harris,Joe,Harris,SF,6-6,220,"September 6, 1991",us,8,Virginia,203925,True,2023
POR,Anfernee Simons,Anfernee,Simons,SG,6-3,181,"June 8, 1999",us,4,,1629014,True,2023
POR,Anfernee Simons,Anfernee,Simons,SG,6-3,181,"June 8, 1999",us,5,,1629014,True,2024
CLE,Kevin Love,Kevin,Love,PF,6-8,251,"September 7, 1988",us,14,UCLA,201567,True,2023
MIA,Kevin Love,Kevin,Love,PF,6-8,251,"September 7, 1988",us,14,UCLA,201567,True,2023
MIA,Kevin Love,Kevin,Love,PF,6-8,251,"September 7, 1988",us,15,UCLA,201567,True,2024
SAS,Dominick Barlow,Dominick,Barlow,PF,6-9,221,"May 26, 2003",us,R,,1631230,True,2023
SAS,Dominick Barlow,Dominick,Barlow,PF,6-9,221,"May 26, 2003",us,1,,1631230,True,2024
ATL,"De'Andre Hunter","De'Andre",Hunter,SF,6-8,225,"December 2, 1997",us,3,Virginia,1629631,True,2023
ATL,"De'Andre Hunter","De'Andre",Hunter,SF,6-8,225,"December 2, 1997",us,4,Virginia,1629631,True,2024
HOU,"Jae'Sean Tate","Jae'Sean",Tate,SF,6-4,230,"October 28, 1995",us,2,Ohio State,1630256,True,2023
HOU,"Jae'Sean Tate","Jae'Sean",Tate,SF,6-4,230,"October 28, 1995",us,3,Ohio State,1630256,True,2024
MIA,Haywood Highsmith,Haywood,Highsmith,PF,6-7,220,"December 9, 1996",us,2,Wheeling University,1629312,True,2023
MIA,Haywood Highsmith,Haywood,Highsmith,PF,6-7,220,"December 9, 1996",us,3,Wheeling University,1629312,True,2024
SAS,Keldon Johnson,Keldon,Johnson,SF,6-5,220,"October 11, 1999",us,3,Kentucky,1629640,True,2023
SAS,Keldon Johnson,Keldon,Johnson,SF,6-5,220,"October 11, 1999",us,4,Kentucky,1629640,True,2024
LAC,Terance Mann,Terance,Mann,SG,6-5,215,"October 18, 1996",us,3,Florida State,1629611,True,2023
LAC,Terance Mann,Terance,Mann,SG,6-5,215,"October 18, 1996",us,4,Florida State,1629611,True,2024
PHI,Jaden Springer,Jaden,Springer,SG,6-4,204,"September 25, 2002",us,1,Tennessee,1630531,True,2023
BOS,Jaden Springer,Jaden,Springer,PG,6-4,204,"September 25, 2002",us,2,Tennessee,1630531,True,2024
BOS,Mike Muscala,Mike,Muscala,C,6-10,240,"July 1, 1991",us,9,Bucknell,203488,True,2023
OKC,Mike Muscala,Mike,Muscala,C,6-10,240,"July 1, 1991",us,9,Bucknell,203488,True,2023
OKC,Mike Muscala,Mike,Muscala,C,6-10,240,"July 1, 1991",us,10,Bucknell,203488,True,2024
DEN,Vlatko Cancar,Vlatko,Cancar,PF,6-8,236,"April 10, 1997",si,3,,1628427,True,2023
DEN,Vlatko Cancar,Vlatko,Cancar,PF,6-8,236,"April 10, 1997",si,4,,1628427,True,2024
BRK,Spencer Dinwiddie,Spencer,Dinwiddie,PG,6-5,215,"April 6, 1993",us,8,Colorado,203915,True,2023
DAL,Spencer Dinwiddie,Spencer,Dinwiddie,SG,6-5,215,"April 6, 1993",us,8,Colorado,203915,True,2023
LAL,Spencer Dinwiddie,Spencer,Dinwiddie,PG,6-5,215,"April 6, 1993",us,9,Colorado,203915,True,2024
CLE,Dylan Windler,Dylan,Windler,SF,6-6,196,"September 22, 1996",us,2,Belmont,1629685,True,2023
ATL,Dylan Windler,Dylan,Windler,SF,6-6,196,"September 22, 1996",us,3,Belmont,1629685,True,2024
ATL,Trent Forrest,Trent,Forrest,SG,6-4,210,"June 12, 1998",us,2,Florida State,1630235,True,2023
ATL,Trent Forrest,Trent,Forrest,SG,6-4,210,"June 12, 1998",us,3,Florida State,1630235,True,2024
TOR,Scottie Barnes,Scottie,Barnes,SF,6-7,227,"August 1, 2001",us,1,Florida State,1630567,True,2023
TOR,Scottie Barnes,Scottie,Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,1630567,True,2024
BRK,Cam Thomas,Cam,Thomas,SG,6-4,210,"October 13, 2001",jp,1,LSU,1630560,True,2023
BRK,Cam Thomas,Cam,Thomas,SG,6-4,210,"October 13, 2001",jp,2,LSU,1630560,True,2024
SAS,Keita Bates-Diop,Keita,Bates-Diop,PF,6-8,229,"January 23, 1996",us,4,Ohio State,1628966,True,2023
BRK,Keita Bates-Diop,Keita,Bates-Diop,SF,6-8,229,"January 23, 1996",us,5,Ohio State,1628966,True,2024
ORL,Kevon Harris,Kevon,Harris,SG,6-5,216,"June 24, 1997",us,R,Stephen F. Austin,1630284,True,2023
ORL,Kevon Harris,Kevon,Harris,SG,6-5,216,"June 24, 1997",us,1,Stephen F. Austin,1630284,True,2024
BOS,Jayson Tatum,Jayson,Tatum,SF,6-8,210,"March 3, 1998",us,5,Duke,1628369,True,2023
BOS,Jayson Tatum,Jayson,Tatum,PF,6-8,210,"March 3, 1998",us,6,Duke,1628369,True,2024
MEM,Ja Morant,Ja,Morant,PG,6-2,174,"August 10, 1999",us,3,Murray State,1629630,True,2023
MEM,Ja Morant,Ja,Morant,PG,6-2,174,"August 10, 1999",us,4,Murray State,1629630,True,2024
ORL,Cole Anthony,Cole,Anthony,PG,6-2,185,"May 15, 2000",us,2,UNC,1630175,True,2023
ORL,Cole Anthony,Cole,Anthony,PG,6-2,185,"May 15, 2000",us,3,UNC,1630175,True,2024
DAL,Josh Green,Josh,Green,SG,6-5,200,"November 16, 2000",au,2,Arizona,1630182,True,2023
DAL,Josh Green,Josh,Green,SG,6-5,200,"November 16, 2000",au,3,Arizona,1630182,True,2024
TOR,Pascal Siakam,Pascal,Siakam,PF,6-8,230,"April 2, 1994",cm,6,New Mexico State,1627783,True,2023
IND,Pascal Siakam,Pascal,Siakam,PF,6-8,230,"April 2, 1994",cm,7,New Mexico State,1627783,True,2024
SAS,Jeremy Sochan,Jeremy,Sochan,PF,6-8,230,"May 20, 2003",us,R,Baylor,1631110,True,2023
SAS,Jeremy Sochan,Jeremy,Sochan,PF,6-8,230,"May 20, 2003",us,1,Baylor,1631110,True,2024
ATL,Justin Holiday,Justin,Holiday,SF,6-6,180,"April 5, 1989",us,9,Washington,203200,True,2023
DAL,Justin Holiday,Justin,Holiday,SF,6-6,180,"April 5, 1989",us,9,Washington,203200,True,2023
DEN,Justin Holiday,Justin,Holiday,SG,6-6,180,"April 5, 1989",us,10,Washington,203200,True,2024
NYK,DaQuan Jeffries,DaQuan,Jeffries,SG,6-5,230,"August 30, 1997",us,3,"Oral Roberts, Tulsa",1629610,True,2023
NYK,DaQuan Jeffries,DaQuan,Jeffries,SG,6-5,230,"August 30, 1997",us,4,"Oral Roberts, Tulsa",1629610,True,2024
MEM,Santi Aldama,Santi,Aldama,PF,6-11,224,"January 10, 2001",es,1,Loyola (MD),1630583,True,2023
MEM,Santi Aldama,Santi,Aldama,PF,6-11,224,"January 10, 2001",es,2,Loyola (MD),1630583,True,2024
TOR,Fred VanVleet,Fred,VanVleet,PG,6-0,197,"February 25, 1994",us,6,Wichita State,1627832,True,2023
HOU,Fred VanVleet,Fred,VanVleet,PG,6-0,197,"February 25, 1994",us,7,Wichita State,1627832,True,2024
MIN,Jaden McDaniels,Jaden,McDaniels,SF,6-9,185,"September 29, 2000",us,2,Washington,1630183,True,2023
MIN,Jaden McDaniels,Jaden,McDaniels,SF,6-9,185,"September 29, 2000",us,3,Washington,1630183,True,2024
IND,Chris Duarte,Chris,Duarte,SF,6-6,190,"June 13, 1997",do,1,Oregon,1630537,True,2023
SAC,Chris Duarte,Chris,Duarte,SF,6-6,190,"June 13, 1997",do,2,Oregon,1630537,True,2024
DEN,Thomas Bryant,Thomas,Bryant,C,6-10,248,"July 31, 1997",us,5,Indiana,1628418,True,2023
LAL,Thomas Bryant,Thomas,Bryant,C,6-10,248,"July 31, 1997",us,5,Indiana,1628418,True,2023
MIA,Thomas Bryant,Thomas,Bryant,C,6-10,248,"July 31, 1997",us,6,Indiana,1628418,True,2024
GSW,Gary Payton II,Gary,Payton II,SG,6-2,190,"December 1, 1992",us,6,Oregon State,1627780,True,2023
POR,Gary Payton II,Gary,Payton II,SG,6-2,190,"December 1, 1992",us,6,Oregon State,1627780,True,2023
GSW,Gary Payton II,Gary,Payton II,SG,6-2,190,"December 1, 1992",us,7,Oregon State,1627780,True,2024
DAL,Maxi Kleber,Maxi,Kleber,PF,6-10,240,"January 29, 1992",de,5,,1628467,True,2023
DAL,Maxi Kleber,Maxi,Kleber,C,6-10,240,"January 29, 1992",de,6,,1628467,True,2024
SAC,Jordan Ford,Jordan,Ford,PG,6-1,175,"May 26, 1998",us,R,"Saint Mary's",1630259,True,2024
SAC,Richaun Holmes,Richaun,Holmes,C,6-10,235,"October 15, 1993",us,7,Bowling Green,1626158,True,2023
WAS,Richaun Holmes,Richaun,Holmes,PF,6-10,235,"October 15, 1993",us,8,Bowling Green,1626158,True,2024
LAC,Amir Coffey,Amir,Coffey,SF,6-7,210,"June 17, 1997",us,3,Minnesota,1629599,True,2023
LAC,Amir Coffey,Amir,Coffey,SF,6-7,210,"June 17, 1997",us,4,Minnesota,1629599,True,2024
PHI,Shake Milton,Shake,Milton,SG,6-5,205,"September 26, 1996",us,4,SMU,1629003,True,2023
NYK,Shake Milton,Shake,Milton,SG,6-5,205,"September 26, 1996",us,5,SMU,1629003,True,2024
BRK,Noah Clowney,Noah,Clowney,PF,6-10,210,"July 14, 2004",us,R,Alabama,1641730,True,2024
HOU,Eric Gordon,Eric,Gordon,SG,6-3,215,"December 25, 1988",us,14,Indiana,201569,True,2023
LAC,Eric Gordon,Eric,Gordon,SG,6-3,215,"December 25, 1988",us,14,Indiana,201569,True,2023
PHO,Eric Gordon,Eric,Gordon,SG,6-3,215,"December 25, 1988",us,15,Indiana,201569,True,2024
UTA,Taylor Hendricks,Taylor,Hendricks,PF,6-9,210,"November 22, 2003",us,R,Central Florida,1641707,True,2024
DET,Alec Burks,Alec,Burks,SG,6-6,214,"July 20, 1991",us,11,Colorado,202692,True,2023
NYK,Alec Burks,Alec,Burks,SG,6-6,214,"July 20, 1991",us,12,Colorado,202692,True,2024
HOU,TyTy Washington Jr.,TyTy,Washington Jr.,PG,6-3,197,"November 15, 2001",us,R,Kentucky,1631102,True,2023
MIL,TyTy Washington Jr.,TyTy,Washington Jr.,PG,6-3,197,"November 15, 2001",us,1,Kentucky,1631102,True,2024
SAS,Zach Collins,Zach,Collins,C,6-11,250,"November 19, 1997",us,4,Gonzaga,1628380,True,2023
SAS,Zach Collins,Zach,Collins,C,6-11,250,"November 19, 1997",us,5,Gonzaga,1628380,True,2024
DEN,DeAndre Jordan,DeAndre,Jordan,C,6-11,265,"July 21, 1988",us,14,Texas A&M,201599,True,2023
DEN,DeAndre Jordan,DeAndre,Jordan,C,6-11,265,"July 21, 1988",us,15,Texas A&M,201599,True,2024
OKC,Cason Wallace,Cason,Wallace,SG,6-4,193,"November 7, 2003",us,R,Kentucky,1641717,True,2024
POR,Jerami Grant,Jerami,Grant,PF,6-7,210,"March 12, 1994",us,8,Syracuse,203924,True,2023
POR,Jerami Grant,Jerami,Grant,PF,6-7,210,"March 12, 1994",us,9,Syracuse,203924,True,2024
ATL,Jalen Johnson,Jalen,Johnson,SF,6-9,220,"December 18, 2001",us,1,Duke,1630552,True,2023
ATL,Jalen Johnson,Jalen,Johnson,SF,6-9,220,"December 18, 2001",us,2,Duke,1630552,True,2024
IND,Ben Sheppard,Ben,Sheppard,SG,6-6,190,"July 16, 2001",us,R,Belmont,1641767,True,2024
CLE,Dean Wade,Dean,Wade,PF,6-9,228,"November 20, 1996",us,3,Kansas State,1629731,True,2023
CLE,Dean Wade,Dean,Wade,PF,6-9,228,"November 20, 1996",us,4,Kansas State,1629731,True,2024
ATL,Mouhamed Gueye,Mouhamed,Gueye,PF,6-11,210,"November 9, 2002",sn,R,Washington State,1631243,True,2024
BRK,Dru Smith,Dru,Smith,SG,6-3,203,"December 30, 1997",us,R,"University of Evansville, Missouri",1630696,True,2023
MIA,Dru Smith,Dru,Smith,SG,6-3,203,"December 30, 1997",us,R,"University of Evansville, Missouri",1630696,True,2023
DEN,Collin Gillespie,Collin,Gillespie,PG,6-1,195,"June 25, 1999",us,R,Villanova,1631221,True,2024
IND,Myles Turner,Myles,Turner,C,6-11,250,"March 24, 1996",us,7,Texas,1626167,True,2023
IND,Myles Turner,Myles,Turner,C,6-11,250,"March 24, 1996",us,8,Texas,1626167,True,2024
LAC,Brandon Boston Jr.,Brandon,Boston Jr.,SF,6-7,185,"November 28, 2001",us,1,Kentucky,1630527,True,2023
LAC,Brandon Boston Jr.,Brandon,Boston Jr.,SF,6-7,185,"November 28, 2001",us,2,Kentucky,1630527,True,2024
TOR,Gradey Dick,Gradey,Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,1641711,True,2024
BRK,Ben Simmons,Ben,Simmons,PG,6-10,240,"July 20, 1996",au,4,LSU,1627732,True,2023
BRK,Ben Simmons,Ben,Simmons,PG,6-10,240,"July 20, 1996",au,5,LSU,1627732,True,2024
CLE,Emoni Bates,Emoni,Bates,SF,6-10,170,"January 28, 2004",us,R,"Memphis, Eastern Michigan",1641734,True,2024
LAC,Moussa Diabate,Moussa,Diabate,C,6-11,210,"January 21, 2002",fr,R,Michigan,1631217,True,2023
LAC,Moussa Diabate,Moussa,Diabate,C,6-11,210,"January 21, 2002",fr,1,Michigan,1631217,True,2024
MIL,Joe Ingles,Joe,Ingles,SF,6-9,220,"October 2, 1987",au,8,,204060,True,2023
ORL,Joe Ingles,Joe,Ingles,SF,6-9,220,"October 2, 1987",au,9,,204060,True,2024
SAC,Trey Lyles,Trey,Lyles,PF,6-9,234,"November 5, 1995",ca,7,Kentucky,1626168,True,2023
SAC,Trey Lyles,Trey,Lyles,PF,6-9,234,"November 5, 1995",ca,8,Kentucky,1626168,True,2024
MEM,Dillon Brooks,Dillon,Brooks,SF,6-6,225,"January 22, 1996",ca,5,Oregon,1628415,True,2023
HOU,Dillon Brooks,Dillon,Brooks,SF,6-6,225,"January 22, 1996",ca,6,Oregon,1628415,True,2024
CLE,Jarrett Allen,Jarrett,Allen,C,6-11,243,"April 21, 1998",us,5,Texas,1628386,True,2023
CLE,Jarrett Allen,Jarrett,Allen,C,6-11,243,"April 21, 1998",us,6,Texas,1628386,True,2024
OKC,Luguentz Dort,Luguentz,Dort,SF,6-3,215,"April 19, 1999",ca,3,Arizona State,1629652,True,2023
OKC,Luguentz Dort,Luguentz,Dort,SF,6-3,215,"April 19, 1999",ca,4,Arizona State,1629652,True,2024
DEN,Jamal Murray,Jamal,Murray,PG,6-4,215,"February 23, 1997",ca,5,Kentucky,1627750,True,2023
DEN,Jamal Murray,Jamal,Murray,PG,6-4,215,"February 23, 1997",ca,6,Kentucky,1627750,True,2024
SAC,"De'Aaron Fox","De'Aaron",Fox,PG,6-3,185,"December 20, 1997",us,5,Kentucky,1628368,True,2023
SAC,"De'Aaron Fox","De'Aaron",Fox,PG,6-3,185,"December 20, 1997",us,6,Kentucky,1628368,True,2024
WAS,Bradley Beal,Bradley,Beal,SG,6-4,207,"June 28, 1993",us,10,Florida,203078,True,2023
PHO,Bradley Beal,Bradley,Beal,SG,6-4,207,"June 28, 1993",us,11,Florida,203078,True,2024
TOR,Dalano Banton,Dalano,Banton,PG,6-9,204,"November 7, 1999",ca,1,Nebraska,1630625,True,2023
POR,Dalano Banton,Dalano,Banton,PG,6-9,204,"November 7, 1999",ca,2,Nebraska,1630625,True,2024
ATL,Clint Capela,Clint,Capela,C,6-10,240,"May 18, 1994",ch,8,,203991,True,2023
ATL,Clint Capela,Clint,Capela,C,6-10,240,"May 18, 1994",ch,9,,203991,True,2024
CHO,Nick Smith Jr.,Nick,Smith Jr.,SG,6-5,185,"April 18, 2004",us,R,Arkansas,1641733,True,2024
SAS,Blake Wesley,Blake,Wesley,SG,6-5,185,"March 16, 2003",us,R,Notre Dame,1631104,True,2023
SAS,Blake Wesley,Blake,Wesley,SG,6-5,185,"March 16, 2003",us,1,Notre Dame,1631104,True,2024
GSW,Kevon Looney,Kevon,Looney,C,6-9,222,"February 6, 1996",us,7,UCLA,1626172,True,2023
GSW,Kevon Looney,Kevon,Looney,C,6-9,222,"February 6, 1996",us,8,UCLA,1626172,True,2024
MIN,Taurean Prince,Taurean,Prince,PF,6-6,218,"March 22, 1994",us,6,Baylor,1627752,True,2023
LAL,Taurean Prince,Taurean,Prince,PF,6-6,218,"March 22, 1994",us,7,Baylor,1627752,True,2024
PHO,Devin Booker,Devin,Booker,SG,6-6,206,"October 30, 1996",us,7,Kentucky,1626164,True,2023
PHO,Devin Booker,Devin,Booker,PG,6-6,206,"October 30, 1996",us,8,Kentucky,1626164,True,2024
POR,Jabari Walker,Jabari,Walker,SF,6-9,215,"July 30, 2002",us,R,Colorado,1631133,True,2023
POR,Jabari Walker,Jabari,Walker,SF,6-9,215,"July 30, 2002",us,1,Colorado,1631133,True,2024
BRK,Patty Mills,Patty,Mills,PG,6-2,180,"August 11, 1988",au,13,"Saint Mary's",201988,True,2023
MIA,Patty Mills,Patty,Mills,PG,6-2,180,"August 11, 1988",au,14,"Saint Mary's",201988,True,2024
POR,Trendon Watford,Trendon,Watford,PF,6-9,240,"November 9, 2000",us,1,LSU,1630570,True,2023
BRK,Trendon Watford,Trendon,Watford,PF,6-9,240,"November 9, 2000",us,2,LSU,1630570,True,2024
BRK,Dorian Finney-Smith,Dorian,Finney-Smith,PF,6-7,220,"May 4, 1993",us,6,Florida,1627827,True,2023
